,koi_period,koi_duration,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad,label
3639,0.71653139,0.815,30.82,2036,5552,4.349,1.03,1
3651,0.637487727,1.9205,1.71,2337,6173,4.39,1.083,1
3666,3.75032103,3.258,1.13,1630,6197,4.011,1.782,1
3667,0.422015799,1.2406,6.59,2141,5607,4.582,0.779,1
3669,1.75926607,2.294,1.37,1518,5784,4.416,0.984,1
3670,0.47291388,1.7625,1.05,2482,6077,4.444,1.072,1
3671,0.338357509,0.631,1.25,2185,5334,4.56,0.733,1
3672,0.591278861,1.162,1.44,2439,6263,4.405,1.154,1
3673,3.93766373,4.916,0.75,1579,6712,4.194,1.525,1
3677,1.465932516,1.396,0.69,1703,6225,4.467,0.985,1
3678,3.78470649,3.108,1.18,1747,6461,3.972,1.95,1
3679,2.17291192,2.049,0.97,1507,6164,4.446,1.045,1
3683,1.352569212,3.652,0.9,2012,6468,4.286,1.194,1
3693,0.576441813,2.027,0.82,2471,6459,4.425,1.038,1
3699,1.371294278,1.5166,0.89,1838,6220,4.378,1.108,1
3700,1.638653058,1.948,1.31,1609,6119,4.472,0.981,1
3705,0.575884447,2.0879,17.45,2376,6277,4.449,1.031,1
3706,0.562555924,1.762,1.26,2067,5811,4.553,0.845,1
3707,0.993705278,0.8113,1.31,2571,6831,4.179,1.58,1
3712,0.692694031,1.2825,30.5,2048,5907,4.49,0.964,1
3716,1.33251018,4.306,1.28,1748,5701,4.291,1.068,1
3718,0.545544025,1.906,0.88,2236,6050,4.509,0.92,1
3720,0.384467064,0.9475,2.33,2162,5390,4.535,0.777,1
3725,1.31246206,1.483,0.8,2015,6541,4.337,1.19,1
3726,0.998212183,3.249,1.51,1893,6072,4.467,0.994,1
3728,2.99793191,4.392,0.84,1512,6295,4.284,1.236,1
3729,0.764864926,1.1779,1.1,1736,5231,4.476,0.86,1
3731,2.11547298,3.625,1.88,1526,6210,4.45,1.033,1
3732,1.086484938,0.8365,1.55,2441,5903,3.919,1.811,1
3736,0.710894328,1.0462,1.1,2102,5865,4.423,1.05,1
3740,2.01209338,2.323,0.95,1529,5632,4.284,1.155,1
3742,0.803835645,1.341,0.83,2114,6225,4.45,1.031,1
3745,4.39050121,2.9904,2.06,1638,6429,3.989,1.908,1
3754,0.63642408,1.0604,1.33,1848,5343,4.538,0.885,1
3760,1.49514952,3.11,0.86,1727,5710,4.262,1.166,1
3766,0.373684792,0.8843,2.04,2485,5970,4.521,0.908,1
3768,0.302611833,0.9786,0.97,2184,5089,4.559,0.757,1
3773,1.3325283,4.387,0.79,1652,6089,4.527,0.889,1
3778,0.544962808,1.2436,1.47,1738,5277,4.664,0.647,1
3784,0.536336947,1.1142,1.91,1976,5508,4.569,0.84,1
3788,0.769127408,0.9754,1.1,1929,6026,4.551,0.843,1
3790,1.332563151,6.3598,27.39,1702,6091,4.487,0.967,1
3791,0.896384959,1.066,1.05,1808,5837,4.502,0.843,1
3807,2.04515119,4.025,2.9,2945,9206,4.112,2.157,1
3814,0.85854531,0.382,1.36,1672,5269,4.491,0.864,1
3826,1.332566137,4.27,1.73,1702,6091,4.487,0.967,1
3828,0.812589913,1.1214,0.77,2078,6140,4.455,1.048,1
3830,1.236865633,0.7692,1.34,1569,5618,4.515,0.878,1
3832,0.968972376,1.622,1.09,1851,5853,4.463,1.007,1
3838,4.32849536,2.731,1.25,1604,6070,3.924,1.984,1
3847,1.926881707,1.178,1.43,1673,6243,4.354,1.155,1
3859,0.536652732,2.426,0.72,2428,6025,4.377,1.093,1
3860,0.865758115,0.8958,1.57,2112,6224,4.409,1.083,1
3861,1.332561125,4.462,1.44,1536,5716,4.544,0.872,1
3877,0.761122372,1.028,4.77,2981,6911,4.038,1.501,1
3878,1.434200285,5.818,289.3,2411,6911,4.038,1.501,1
3885,2.90393978,12.746,1,2519,7677,3.856,2.812,1
3887,0.716709958,0.5506,1.35,2719,6109,4.018,1.547,1
3888,0.566801886,5.733,0.54,3862,7589,4.023,2.169,1
3889,4.11755272,4.415,1.09,1641,6422,4.023,1.85,1
3890,0.499665001,1.6508,1.14,3158,5520,3.807,2.102,1
3893,0.566802492,4.435,1.64,2203,5780,4.438,1,1
3894,2.302363555,8.5441,19.94,1568,5948,4.269,1.229,1
3898,0.934179476,3.651,0.7,3276,8018,4.105,1.931,1
3899,0.705894702,5.173,1.56,4882,10346,4.077,2.449,1
3910,1.332570574,3.638,0.89,2526,6616,3.961,1.881,1
3912,0.954391636,7.19,2.63,3040,7056,3.992,2.128,1
3913,2.131661909,1.815,1.26,1941,5884,3.96,1.986,1
3915,1.366942422,2.015,0.86,1639,5780,4.438,1,1
3916,3.0001181,9.678,0.74,2566,8431,3.97,2.485,1
3920,1.039048037,1.684,0.42,1753,5695,4.444,0.954,1
3922,1.213750279,3.828,0.61,1938,6241,4.355,1.11,1
3923,0.544560519,1.697,43.58,11812,3715,0.851,80.529,1
3925,0.607538435,5.549,1.34,3219,7076,4.147,1.691,1
3926,0.962824061,2.8375,3.75,2847,4900,3.418,3.47,1
3929,2.42647677,2.011,0.76,1710,6025,4.1,1.445,1
3930,0.987622273,1.005,1.27,3863,9464,4.116,2.184,1
3932,3.79637455,8.746,1.06,1625,6026,3.964,1.895,1
3935,2.41811321,2.194,0.79,1572,6379,4.36,1.111,1
3939,1.070976603,1.122,0.96,2124,5717,4.109,1.433,1
3940,1.245325816,2.637,1.67,2676,6106,3.781,2.477,1
3942,1.54946891,6.619,1.32,3006,7382,3.838,2.804,1
3946,0.689967832,1.2135,1.86,2304,4854,3.939,1.749,1
3947,1.89129816,5.507,0.89,2800,8482,4.089,2.106,1
3949,0.918423569,3.497,0.94,2172,6208,4.314,1.183,1
3950,0.573709107,1.5108,2.48,3070,5263,3.677,2.309,1
3951,3.22452656,5.156,24.48,4883,3857,1.338,34.674,1
3952,1.89127459,4.874,1.99,3342,7919,3.663,3.46,1
3953,1.3325635,4.041,0.46,1722,5654,4.33,1.12,1
4140,3.15721824,3.921,1.44,1792,6120,3.934,2,1
4225,0.96283264,2.947,0.74,1686,5955,4.617,0.733,1
4236,2.97601746,5.4,220.87,2800,5140,2.955,7.746,1
4270,4.664185354,4.323,292.11,1683,5062,3.515,3.579,1
4285,1.501760175,5.85656,70.1,1850,6466,4.333,0.989,1
4295,1.824653352,4.3089,55.78,1679,6413,4.372,0.941,1
4296,3.18511452,4.85145,95.51,1564,6516,4.249,1.279,1
4297,2.086076074,2.39504,3105.73,1644,6124,4.265,1.119,1
4312,1.036592696,2.3903,39.3,1545,5547,4.599,0.742,1
4313,2.544594423,3.25108,115.78,1609,5503,4.033,1.616,1
4322,1.219034208,2.4165,40.68,1978,5914,4.217,1.271,1
4326,2.332113913,2.94922,171.94,1595,6384,4.348,1.094,1
4329,4.818863094,6.21186,51.99,1595,6313,3.936,1.935,1
4331,2.181558785,4.40583,103.52,1821,6570,4.239,1.393,1
4332,0.895276225,3.10125,174.46,2730,5242,3.631,2.55,1
4334,2.9953577,5.84,98.81,1792,5949,3.892,1.94,1
4342,1.674984835,5.1335,151.65,3054,8285,3.971,2.451,1
4349,1.450206119,3.5866,87.95,2673,7564,4.093,1.893,1
4355,1.922860527,3.7578,72.11,1835,6400,4.234,1.314,1
4359,1.780982775,3.24983,64.31,1502,5780,4.438,1,1
4360,1.815632705,3.35889,113.76,3428,9954,4.07,2.408,1
4370,1.471057002,4.1409,168.01,3692,8749,3.806,2.911,1
4375,1.303858656,4.33433,74.08,2082,6282,4.207,1.343,1
4379,2.617286382,9.5271,169.49,2013,5510,3.641,2.649,1
4382,3.015519182,3.1726,168.1,1837,5299,3.672,2.761,1
4393,2.489550795,2.73838,53.11,1707,6184,4.138,1.406,1
4394,4.469730342,5.8222,89.53,1614,5758,3.808,2.318,1
4395,1.731803701,5.7753,24.43,1527,5761,4.426,1.029,1
4396,2.648298613,2.6685,164,3343,5039,2.727,11.828,1
4411,0.876826389,2.98939,33.54,2053,6337,4.47,0.971,1
4416,2.119113425,5.7319,54.7,1851,6381,4.155,1.423,1
4420,1.160153329,2.1302,62.04,2183,6200,4.161,1.382,1
4421,4.032762003,3.9455,92.32,2582,4969,2.899,9.433,1
4429,2.080431197,7.1233,51.53,1666,6362,4.348,1.153,1
4433,2.080430391,7.5423,337.57,2721,8344,4.04,2.115,1
4434,1.157804599,4.69778,119.34,2238,6502,4.227,1.407,1
4436,1.433264114,6.3367,145.7,2693,7311,4.013,1.959,1
4440,3.187120932,6.9468,954.22,4036,4599,2.137,23.673,1
4441,1.023470277,2.31826,91.59,1807,5780,4.438,1,1
4442,0.875268349,1.6181,36.65,1912,5821,4.402,0.898,1
4447,1.06100871,2.7907,477.97,1570,5080,4.417,0.947,1
4452,0.962835317,5.0687,407.66,7106,3982,1.464,32.244,1
4454,1.57051804,3.1884,480.77,4663,5102,2.462,15.458,1
4456,0.623441636,1.46001,29.19,1711,5319,4.612,0.654,1
4460,0.668483776,2.2414,60.18,2082,5780,4.438,1,1
4462,1.135930036,4.5892,22.79,1836,6247,4.489,0.954,1
4466,0.642348692,2.09744,37.18,1830,5441,4.553,0.791,1
4469,2.415923082,9.7195,309.15,3330,8796,3.711,3.278,1
4470,0.656201004,4.15662,128.57,2155,6025,4.472,0.999,1
4471,2.617285567,9.5231,54.09,1688,6432,4.207,1.345,1
4475,1.412523974,5.75,69.71,1930,6609,4.391,1.135,1
4484,1.507102348,6.2719,37.49,1575,5884,4.453,0.876,1
4485,1.274840974,2.57381,453.69,2023,6211,4.247,1.281,1
4486,1.433262312,5.9992,37.67,1770,5977,4.318,1.068,1
4491,1.986637503,3.7151,2420.28,3236,9191,3.973,2.619,1
4494,0.77544526,1.92642,34.71,1888,5870,4.545,0.867,1
4498,1.303570428,2.33291,243.81,2719,4884,3.279,3.584,1
4500,0.594276199,2.0188,266.99,1564,4756,4.603,0.667,1
4503,1.195514829,5.5655,10.58,1957,6040,4.271,1.155,1
4504,2.60721348,2.6856,7.48,1545,6357,4.37,1.217,1
4508,0.752158138,2.43881,110.92,2867,5770,3.844,2.221,1
4511,3.539630639,1.506,42.31,1790,7033,4.11,1.631,1
4514,2.8823741,15.95,104.85,2913,4705,2.667,8.058,1
4519,0.974303424,2.1096,39.69,1660,5695,4.569,0.799,1
4522,2.347491498,21.957,61.7,1503,5891,4.305,1.138,1
4523,0.890745321,1.8754,57.5,1890,5780,4.438,1,1
4528,1.873380396,10.209,91.22,1668,5992,4.283,1.171,1
4529,1.873379917,9.0022,93.85,3454,4897,2.769,9.407,1
4533,1.247159091,2.5317,36136.8,4122,4770,2.605,9.67,1
4535,2.119111618,7.8749,38.5,1598,6276,4.385,1.106,1
4540,1.80186241,8.0662,137.81,2720,7479,3.919,2.324,1
4542,1.674690003,1.9653,4.52,1814,6397,4.331,1.157,1
4545,1.78527963,6.3225,42.18,1771,6484,4.377,1.173,1
4550,0.933489316,1.44627,55.76,1982,5758,4.307,1.084,1
4551,1.908527249,4.171,3.61,3193,9174,4.013,2.471,1
4553,0.569115076,3.50283,171.83,3403,7172,4.107,1.77,1
4556,2.845748719,12.8774,143.05,1666,5641,3.948,1.776,1
4560,1.031099958,3.0094,31,1592,5661,4.589,0.76,1
4567,0.677761087,3.4467,29.59,1903,5693,4.551,0.856,1
4579,0.798196939,2.17384,68.65,1961,5780,4.438,1,1
4580,1.233070772,1.3966,2.55,1525,5614,4.561,0.827,1
4583,0.546248176,2.0272,63.83,2228,5780,4.438,1,1
4584,1.811966641,3.7104,301.38,2573,5904,3.602,3.348,1
4587,0.994661834,1.5794,453.8,1900,5750,4.332,1.021,1
4592,0.93875077,1.3901,1.55,1796,5825,4.516,0.923,1
4593,2.992707033,1.2363,7.67,2327,5908,3.497,3.915,1
4596,0.716709586,0.7992,418.45,3127,5173,3.471,2.742,1
4597,2.24806451,5.0642,55.61,1606,6308,4.353,1.153,1
4598,1.466535676,0.9105,4.8,1672,5888,4.387,1.02,1
4604,1.803701324,1.5146,1.03,1782,6438,4.33,1.166,1
4605,1.219322123,4.6807,64.82,1569,5455,4.458,0.897,1
4607,1.870990944,1.8341,953.75,1721,6429,4.378,1.145,1
4609,1.241483342,2.3018,28.3,1849,6146,4.393,1.056,1
4610,0.955297129,1.7024,242.46,1551,5319,4.548,0.734,1
4616,1.673664736,1.7158,2.3,1720,6437,4.439,1.042,1
4631,1.791110205,2.098,1.39,1548,6040,4.469,0.999,1
4633,0.582895567,0.7706,2.53,2345,6263,4.46,1.009,1
4637,0.695953199,1.418,2.32,2723,6731,4.251,1.405,1
4640,1.278555313,1.4252,5.28,1509,5637,4.564,0.821,1
4646,0.831741677,2.2782,37.13,2207,6362,4.408,1.144,1
4648,1.138543376,2.0922,1.27,2414,6522,4.089,1.528,1
4650,1.231360884,5.484,3.07,1840,6095,4.378,1.016,1
4653,1.92149722,1.848,240.28,2384,6831,3.959,2.247,1
4654,1.093663559,1.4839,1.35,1676,5835,4.544,0.869,1
4659,1.88655321,1.383,71.9,1795,6296,4.247,1.249,1
4661,1.061935119,3.3299,32.95,1934,6258,4.449,1.031,1
4664,1.845607954,2.4269,275.24,2503,5974,3.639,2.978,1
4665,0.723946061,2.193,67.5,3195,5160,3.424,2.897,1
4667,0.905678547,2.1306,93.33,1880,5780,4.438,1,1
4669,0.909310737,3.436,46.36,2194,6428,4.377,1.156,1
4670,0.648774092,2.9653,1.6,1660,5026,4.557,0.729,1
4675,0.652443628,1.8793,2.65,1968,5638,4.488,0.883,1
4677,1.332564293,5.9836,34.94,1694,6046,4.486,0.972,1
4680,0.660629255,5.994,17.67,2033,6024,4.55,0.849,1
4681,0.885123459,3.4594,1.18,1958,5979,4.44,0.998,1
4682,1.33256681,6.6069,38.23,2007,6388,4.284,1.223,1
4684,0.704541909,1.053,1.78,2120,6063,4.476,1.012,1
4685,0.697995401,3.8804,30.4,1606,5180,4.636,0.692,1
4692,0.736194683,1.2709,2.26,2211,6319,4.447,1.032,1
4694,0.540289842,4.765,1.05,2277,5997,4.483,0.993,1
4695,0.882172763,3.367,3.39,1963,6168,4.482,0.911,1
4699,1.332560222,6.51,13.66,1781,6150,4.41,1.004,1
4700,0.938672068,1.1733,36.43,1933,5888,4.394,1.008,1
4701,0.849278606,3.256,27.85,1782,5751,4.552,0.854,1
4704,1.444453798,0.9748,2.2,1800,5305,4.088,1.449,1
4707,0.933747037,3.9974,3.27,3637,6979,3.674,3.085,1
4709,1.204530085,1.6649,1.6,1970,5340,4.046,1.504,1
4712,0.730946321,3.857,10.11,1863,5761,4.561,0.828,1
4713,0.686993582,3.3736,67.15,2061,5780,4.438,1,1
4714,1.324249858,1.402,1.32,2218,6531,4.184,1.53,1
4715,0.780632004,1.4134,494.96,2715,5354,3.754,2.18,1
4716,0.730944471,4.312,6.01,1771,5504,4.572,0.819,1
4717,0.552834307,1.2847,215.05,3102,5132,3.675,2.648,1
4718,0.75835468,4.3171,122.94,3120,7131,4.084,1.83,1
4720,0.962827975,3.057,1.54,2682,6561,4.054,1.821,1
4723,0.524176094,0.8725,1.42,2045,5396,4.491,0.93,1
4724,1.89130251,5.626,1.22,1675,5892,4.228,1.192,1
4728,0.962815183,2.581,1.12,3152,6638,3.792,2.445,1
4733,1.728526189,3.928,3.31,2491,6701,3.882,2.237,1
4734,2.190691027,4.471,0.99,1580,6205,4.367,1.136,1
4735,0.947730115,1.059,2.57,3885,9436,4.122,2.161,1
4740,0.868723335,1.229,1.53,1999,5761,4.331,1.046,1
4741,0.56680037,1.9216,1.93,2397,6173,4.429,1.108,1
4743,4.93209467,3.4,1.63,1740,7232,4.043,1.937,1
4747,0.974478016,1.9041,1.25,1513,5043,4.502,0.819,1
4748,0.735145086,5.303,35.48,2523,6661,4.341,1.29,1
4749,0.827350283,2.3344,0.8,2054,5614,4.268,1.121,1
4750,1.317232539,7.089,5.78,2166,6698,4.267,1.37,1
4752,0.730949208,3.451,3.94,2359,6428,4.377,1.156,1
4764,1.387834864,2.14,1.29,1775,6277,4.449,1.031,1
4765,0.678349438,2.9405,32.63,1852,5575,4.558,0.834,1
4766,0.72356792,1.316,7,4705,8855,3.818,2.858,1
4767,1.615911277,0.771,2.74,2200,6770,4.15,1.623,1
4768,1.728529673,3.3613,1.17,1677,5872,4.282,1.157,1
4769,1.8912207,4.855,0.87,1670,6569,4.41,0.927,1
4771,1.398628947,9.615,2.22,3667,8162,3.731,3.205,1
4773,1.027904981,1.6472,36.62,1654,5432,4.446,0.872,1
4775,1.106529512,8.479,19.87,1654,5931,4.576,0.803,1
4776,1.419749146,1.5126,0.84,1760,6187,4.422,1.052,1
4778,0.73095302,2.309,0.82,2651,6609,4.234,1.422,1
4782,0.979162857,2.646,1.07,1554,5391,4.585,0.786,1
4784,0.85592367,1.519,0.9,1657,5437,4.539,0.759,1
4786,0.624676008,2.5556,1.7,4465,9589,4.152,2.095,1
4787,0.75976767,3.052,1.11,1748,5504,4.572,0.819,1
4792,0.793663381,0.8256,1.17,1615,5080,4.533,0.826,1
4794,0.692979676,1.082,0.82,2210,6103,4.41,1.024,1
4796,0.88514263,3.553,0.86,1814,5903,4.546,0.864,1
4798,0.597933815,3.1655,31.35,2127,6052,4.539,0.863,1
4799,1.061006574,1.935,1.15,1680,5767,4.538,0.881,1
4800,0.924816788,2.612,1.29,1960,6140,4.459,0.969,1
4805,1.540394662,1.7416,1.14,1522,5649,4.421,0.884,1
4807,1.33255638,4.485,1.15,1719,6077,4.471,0.999,1
4810,0.535578969,1.7899,20.55,2876,6614,4.259,1.322,1
4811,3.57017498,4.863,58.71,6119,3812,0.93,69.001,1
4812,1.1060126,2.987,1.03,1902,6241,4.45,1.031,1
4816,1.121732561,0.95,2.38,2384,5023,3.682,2.571,1
4821,0.708563086,6.493,15.98,1591,5267,4.66,0.652,1
4823,0.655937713,1.2768,1.53,2411,4968,3.924,1.755,1
4826,2.43584153,2.141,1.14,1686,6511,4.284,1.275,1
4827,1.332552281,3.815,1.3,1738,6091,4.458,1.025,1
4828,0.94182582,5.919,23.12,2201,6419,4.33,1.142,1
4829,0.783258387,2.2926,1.28,1559,5067,4.565,0.715,1
4831,1.231363736,5.7566,45.89,1700,5780,4.438,1,1
4832,0.755105919,3.271,1.08,1764,5465,4.535,0.819,1
4838,1.111355325,12.552,22.06,2166,6483,4.297,1.256,1
4844,0.936746999,4.193,1.57,3817,7843,3.829,2.909,1
4845,0.621361759,1.1353,0.85,2433,6228,4.341,1.129,1
4849,0.504426125,1.5933,55.05,2339,6043,4.452,0.901,1
4852,0.978047449,2.7303,105.63,3144,5100,3.368,4.569,1
4855,0.975309246,1.0911,1.13,1932,6096,4.455,1.022,1
4863,0.894851592,4.126,30.43,1752,5751,4.552,0.854,1
4868,3.82316376,2.158,1.04,1554,6597,4.207,1.491,1
4870,0.842336112,1.5757,1.38,1943,5765,4.415,0.998,1
4871,0.971915428,1.629,0.7,1581,5406,4.576,0.822,1
4873,1.29406128,1.257,1.14,2052,6594,4.322,1.19,1
4875,0.925657078,1.551,0.94,2381,6058,4.135,1.612,1
4876,0.537109866,1.814,125.99,2965,5407,3.848,2.055,1
4879,0.53654469,2.818,1.01,1749,5040,4.594,0.73,1
4880,1.005207007,1.62,0.89,1683,5717,4.546,0.864,1
4882,0.952372551,3.893,15.97,1869,6086,4.511,0.921,1
4883,1.089088655,2.752,2.05,1905,6167,4.444,1.064,1
4884,1.227986053,1.579,1.2,1672,5746,4.435,0.931,1
4889,0.569966033,1.462,1.04,2747,5814,4.066,1.549,1
4890,1.33257085,3.774,1.08,1693,6089,4.495,0.95,1
4891,0.536650706,4.809,21.27,2164,5819,4.494,0.881,1
4892,0.95238198,2.891,0.96,2675,6975,4.157,1.55,1
4906,0.662456389,1.592,50.98,2765,6429,4.149,1.454,1
4907,1.33256365,5.75,19.89,1820,6341,4.446,1.033,1
4908,1.182858516,2.887,0.69,2156,6312,4.203,1.325,1
4909,0.539915238,1.139,0.68,1727,5166,4.65,0.678,1
4911,2.18076675,22.83,16.98,2097,6903,4.1,1.75,1
4913,1.166960278,1.5907,0.9,1673,5912,4.532,0.889,1
4914,0.530958339,2.42,0.68,1858,5324,4.603,0.751,1
4918,0.696285403,2.319,1.01,1967,5904,4.543,0.867,1
4919,0.6962919,2.298,0.91,1967,5904,4.543,0.867,1
4923,0.715824756,1.285,0.59,1918,5640,4.486,0.909,1
4927,0.785474877,2.0105,60.25,1771,5356,4.466,0.871,1
4930,1.975205819,1.615,1.18,1754,6225,4.251,1.294,1
4931,0.960843627,2.544,1.28,1863,5710,4.415,1.083,1
4940,0.950734937,1.013,1.48,1907,6039,4.478,1.005,1
4941,2.17815956,1.819,1.36,1605,6260,4.36,1.148,1
4945,1.33254359,3.961,1.47,2695,6613,3.87,2.237,1
4949,0.562565704,1.697,0.71,2621,6581,4.389,1.141,1
4954,0.530967458,1.957,0.95,4196,8476,4.122,2.053,1
4958,0.566803138,2.663,0.68,2826,6292,4.179,1.493,1
4959,0.909125529,1.426,0.97,1815,5486,4.389,0.996,1
4960,1.450886907,1.781,1.24,1699,6046,4.423,1.023,1
4961,1.089077255,2.063,0.77,2040,6455,4.399,1.098,1
4962,1.66271096,1.702,1.56,2307,6028,3.842,2.244,1
4963,0.888477901,1.586,1.48,1670,5551,4.57,0.809,1
4965,0.503999734,0.5475,3.35,1604,4898,4.686,0.568,1
4969,4.4408287,8.985,1.69,1642,5159,3.604,3.062,1
4970,0.6410767,1.292,0.95,2197,6077,4.451,0.961,1
4971,1.21474657,7.72,6.76,3302,6732,3.632,3.276,1
4974,0.498430072,1.2046,0.56,1997,5418,4.524,0.782,1
4976,1.710315,2.926,0.68,1694,6190,4.373,1.081,1
4978,1.050852687,1.6035,59.98,1789,5780,4.438,1,1
4979,1.39771733,5.371,2.05,1761,6006,4.38,1.114,1
4980,0.847591818,2.2792,1.29,2192,6325,4.38,1.105,1
4981,2.42803481,3.105,0.94,1531,6587,4.463,1.008,1
4982,0.787121634,3.131,37.64,1973,6116,4.482,0.786,1
4991,0.962590826,1.2593,48.3,1992,6241,4.45,1.031,1
4993,2.49384426,1.444,0.8,1514,6171,4.343,1.113,1
4995,2.894948,3.176,1.18,1901,7051,4.144,1.662,1
4997,0.980505235,1.4248,191.23,1903,5794,4.372,1.059,1
5003,1.489457518,3.13,0.89,1829,6302,4.361,1.13,1
5010,0.933727054,6.42,1.87,1573,5335,4.577,0.804,1
5011,1.33252355,4.554,2.41,1750,5926,4.381,1.058,1
5014,0.760939675,1.757,1.3,1820,5629,4.553,0.87,1
5018,0.609926492,1.2219,1.19,2143,5936,4.501,0.965,1
5019,0.750744957,1.9329,62.28,2076,6187,4.499,0.937,1
5020,0.991665274,2.378,0.92,1919,6108,4.466,1.03,1
5022,1.717852505,0.9596,1.34,2153,6674,4.121,1.637,1
5028,0.566803514,4.817,0.9,1736,5277,4.625,0.64,1
5031,0.594309806,0.828,0.99,2062,5925,4.558,0.834,1
5033,4.31978105,7.204,3.87,2111,5519,3.303,4.368,1
5037,1.75649972,3.421,1.61,2745,6619,3.718,3.05,1
5040,0.996026207,5.161,30.17,1993,6110,4.387,1.077,1
5042,0.681180374,0.998,0.89,1621,5081,4.578,0.696,1
5044,0.6289993,1.546,0.79,3164,6734,4.057,1.804,1
5049,0.762950944,0.972,1.12,1665,5377,4.588,0.744,1
5056,0.945822135,1.933,0.91,1788,5959,4.549,0.856,1
5058,0.63843769,0.3402,1.88,1711,5073,4.571,0.824,1
5061,1.27551628,1.994,0.87,1739,5921,4.418,1.015,1
5072,1.540379395,1.725,1.01,1638,5974,4.422,0.989,1
5075,1.636689474,1.353,11.55,2560,5234,3.436,3.739,1
5079,0.616387954,0.8228,2.9,3451,5667,3.625,3.049,1
5081,0.895725159,0.839,1.53,1786,5897,4.56,0.834,1
5084,2.20921951,2.73,0.88,1507,5991,4.375,1.092,1
5087,0.519438611,2.1631,40.61,2403,6177,4.462,1.011,1
5088,1.338080913,1.511,0.67,2225,6331,4.086,1.536,1
5093,1.28500546,2.691,0.84,2252,6061,4.01,1.653,1
5095,0.866345203,2.0295,1.3,2164,6241,4.366,1.131,1
5096,0.885128122,3.499,1.67,1808,5792,4.521,0.886,1
5097,0.876308177,1.604,83.68,1912,6032,4.508,0.929,1
5098,0.876305037,1.0782,1.17,1912,6032,4.508,0.929,1
5100,0.56679489,4.248,0.71,2252,5642,4.337,1.056,1
5103,0.71059239,4.92,3.92,3318,7454,4.107,1.853,1
5105,2.27163926,4.043,1.05,1563,6276,4.385,1.106,1
5109,1.75254087,4.098,1.41,2423,6660,3.894,2.074,1
5110,0.505112372,0.4457,1.34,1892,5275,4.59,0.787,1
5115,0.973162394,0.9156,1.29,1934,6108,4.466,1.03,1
5118,1.33257551,6.18,14.1,1680,6039,4.493,0.951,1
5119,0.683684256,0.9993,1.39,1612,5017,4.593,0.753,1
5129,1.33257858,2.204,2.21,3110,6858,3.731,3.096,1
5137,2.21701025,2.148,1.16,2371,7524,4.067,2.092,1
5141,1.68208098,1.652,0.99,1982,6495,4.191,1.311,1
5147,1.54038081,2.189,0.84,1582,5812,4.408,0.914,1
5156,2.29792825,2.923,0.97,1524,6363,4.444,1.035,1
5159,0.63110558,0.9029,0.66,1943,5400,4.443,0.898,1
5161,0.639380626,1.2452,59.28,2751,6614,4.248,1.387,1
5180,0.58945858,0.8629,1.07,1845,5286,4.517,0.776,1
5184,0.566810349,3.684,0.59,1977,5776,4.596,0.759,1
5186,2.21030693,2.531,1.13,1602,6343,4.375,1.115,1
5194,0.584151088,1.622,0.62,2132,5427,4.347,1.031,1
5196,1.02087755,2.483,0.69,1905,5750,4.337,1.106,1
5198,1.157808265,3.279,1.2,2133,5412,3.941,1.629,1
5201,0.566800743,5.647,0.55,2600,6484,4.377,1.173,1
5205,0.705458827,2.506,0.64,1697,5374,4.607,0.748,1
5208,1.089056842,2.592,0.76,1512,5087,4.463,0.881,1
5209,1.48921922,1.78,2.9,1593,5780,4.438,1,1
5212,0.741767939,0.2667,55.97,2130,6163,4.461,1.013,1
5213,0.93378768,4.19,1.01,1939,6056,4.448,0.975,1
5217,0.909317776,2.3046,0.78,2184,6513,4.403,1.104,1
5222,0.566803615,2.032,1.41,2350,6106,4.405,0.982,1
5223,1.5184299,3.414,2.34,1927,6302,4.259,1.269,1
5227,2.787885,20.48,0.66,2286,7523,3.986,2.206,1
5231,0.933750893,4.93,0.72,2143,5571,4.111,1.361,1
5235,1.50179241,3.403,0.91,1618,5964,4.471,0.987,1
5238,2.48881555,3.646,1.11,1511,6263,4.405,1.154,1
5246,1.098445288,1.355,0.87,2188,6404,4.24,1.248,1
5249,0.705447163,1.893,1.1,1959,5838,4.529,0.897,1
5250,0.981402951,0.59,1.18,1821,6038,4.524,0.898,1
5252,0.597017651,0.43,1.25,1577,4985,4.679,0.633,1
5253,1.061931888,1.913,0.7,1757,5893,4.505,0.941,1
5255,0.824182017,2.953,1.88,1917,5978,4.508,0.888,1
5256,0.824183956,2.562,20.04,1917,5978,4.508,0.888,1
5257,0.579771034,1.4624,12.06,1951,5561,4.561,0.854,1
5265,0.896280933,1.3633,0.81,1690,5564,4.552,0.83,1
5266,1.67494629,3.44,0.87,1939,6319,4.212,1.423,1
5270,1.04589121,3.938,1.52,1977,6233,4.412,1.076,1
5272,0.933732813,2.988,0.89,1775,5496,4.405,0.927,1
5280,3.5566602,7.041,0.73,1555,6028,4.044,1.535,1
5286,4.37990987,4.951,0.73,1619,6390,3.991,1.85,1
5289,1.2783508,7.609,0.85,2853,7758,4.106,1.918,1
5292,1.47257909,3.163,0.91,1662,6077,4.471,0.999,1
5298,1.192598861,1.396,0.74,1728,5600,4.349,1.013,1
5301,3.81837211,2.641,1.21,1656,6714,4.129,1.642,1
5304,1.8789136,4.326,1.85,3331,8046,3.704,3.339,1
